qid,subject,gold,n_think,think_closed,conf_natural,H_think_mean,H_think_tail,H_ans_prior,H_ans_mid,H_ans_end,conf_end,final_letter,final_correct
153,professional_law,D,16384,False,,0.0625832559172958,0.0005301403294691885,0.705854654312133,0.81981748342514,0.7607202529907221,85.0,D,1.0
154,nutrition,B,1155,True,85.0,0.5840544627380111,0.6053551724137932,0.551091313362121,1.149016976356506,0.143360555171966,85.0,B,1.0
155,professional_accounting,D,16384,False,,0.07103402884215797,0.0004092129347162904,0.472203612327575,0.43889051675796503,0.34672984480857805,85.0,D,1.0
156,international_law,D,16384,False,,0.07833202149887954,0.0005054911531421598,1.231329679489135,1.255724191665649,1.327945232391357,85.0,B,0.0
157,college_biology,C,1436,True,95.0,0.7876138192275589,0.5910951388888889,0.189882427453994,0.42523071169853205,0.008122158236801,85.0,C,1.0
158,human_sexuality,C,480,True,85.0,0.5704891577875579,0.6088354166666666,0.041438434273004005,0.016187539324164002,0.0012188539840280001,85.0,C,1.0
159,professional_accounting,D,633,True,85.0,0.5352059454988203,0.432428125,1.316234230995178,0.589402139186859,0.055339768528938,95.0,D,1.0
160,electrical_engineering,D,16384,False,,0.06407552122444611,0.0002904820012202562,0.332573503255844,0.82151573896408,0.532372832298278,80.0,C,0.0
161,professional_law,B,16384,False,,0.07821571943002743,0.003810555216595485,0.5172540545463561,0.17919579148292503,0.276677966117858,95.0,D,0.0
162,moral_scenarios,C,448,True,85.0,0.8347964032108114,0.7703088888888888,0.6803451776504511,0.917657554149627,0.016931418329477,85.0,C,1.0
163,anatomy,D,496,True,95.0,0.46829740608981846,0.29579399999999995,0.622355878353118,0.304365336894989,0.011534400284290001,95.0,D,1.0
165,high_school_psychology,D,551,True,95.0,0.6017165004334601,0.7134589285714287,0.781576991081237,1.181782484054565,0.081831060349941,95.0,D,1.0
166,management,D,929,True,85.0,0.6948521769112715,0.6049064516129032,0.7086244821548461,0.7151770591735841,0.032017577439546,85.0,D,1.0
167,philosophy,C,16384,False,,0.04762570772479166,0.00037309334960341676,0.589429557323455,0.17392206192016602,0.204165920615196,95.0,B,0.0
169,college_biology,B,475,True,95.0,0.5796839263087805,0.5533625,0.311038672924041,0.314557909965515,0.059032302349805006,95.0,B,1.0
170,astronomy,B,935,True,90.0,0.6560913840308925,0.6448414893617022,0.784681677818298,1.003799676895141,0.070976465940475,85.0,C,0.0
171,college_biology,D,389,True,85.0,0.6640361177676036,0.9185076923076922,0.0037925145588810004,0.13302075862884502,0.003146247472614,85.0,D,1.0
172,high_school_mathematics,C,931,True,100.0,0.3008555100866092,0.2639595744680851,1.225015521049499,1.274090051651001,0.025967778638005003,100.0,C,1.0
173,moral_scenarios,C,378,True,85.0,0.8501854063710903,0.49477368421052637,0.813492834568023,1.071879863739013,0.014965195208787,85.0,C,1.0
174,professional_accounting,C,452,True,85.0,0.8706497593539481,0.7918217391304347,1.3479299545288081,1.053972721099853,0.035481892526149,85.0,A,0.0
175,marketing,A,1211,True,80.0,0.7103388899165384,0.46942295081967217,1.164874076843261,1.355995178222656,0.658346891403198,80.0,A,1.0
176,clinical_knowledge,C,746,True,85.0,0.7306457640671792,0.5865573333333333,1.336861610412597,1.301555275917053,0.045325830578804,85.0,C,1.0
177,prehistory,A,448,True,95.0,0.5754029533823353,0.5622933333333333,0.142019182443618,0.7187860608100891,0.010589273646473002,95.0,A,1.0
178,philosophy,C,559,True,95.0,0.6734273546912174,0.7481464285714284,0.6684182882308961,0.06549888104200301,0.006544672418385001,95.0,C,1.0
179,professional_law,D,687,True,85.0,0.8984430622829984,0.7845217391304348,0.6893074512481691,0.9216346740722651,0.06336575746536201,85.0,D,1.0
180,professional_law,C,16384,False,,0.0639293804031697,0.00029237339841366687,1.249755382537841,0.6113513112068171,0.6821432113647461,95.0,B,0.0
182,philosophy,C,406,True,95.0,0.7714074872908354,0.7676317073170732,0.11714487522840501,0.12183765321969901,0.0035969661548730003,95.0,C,1.0
183,moral_scenarios,C,412,True,85.0,0.8846469699489444,0.5727333333333333,0.700991511344909,0.962579250335693,0.024235131219029003,85.0,C,1.0
184,high_school_microeconomics,B,974,True,85.0,0.7075629008119955,0.6567836734693876,0.587030231952667,0.49503153562545704,0.005128752905875,85.0,B,1.0
185,high_school_government_and_politics,B,318,True,95.0,0.6158860702268636,0.7539875,0.8780969977378841,0.22969475388526903,0.009245986118912001,95.0,B,1.0
186,high_school_chemistry,D,548,True,95.0,0.6078886234744156,0.9941945454545453,0.792060911655426,0.9000304937362671,0.057227861136198,85.0,D,1.0
187,human_aging,B,328,True,85.0,0.5911668338855675,0.6352636363636364,0.856702983379364,0.6831201910972591,0.0032692756503820003,85.0,A,0.0
188,moral_scenarios,D,341,True,85.0,0.8821201941173922,0.5723914285714286,0.8200411796569821,0.938442587852478,0.014644167385995001,85.0,C,0.0
189,high_school_biology,A,826,True,85.0,0.7149204912693199,0.693866265060241,0.6330572366714471,0.9488528966903681,0.008340302854776,85.0,A,1.0
190,college_computer_science,D,744,True,100.0,0.6158603891024266,0.8676079999999998,1.066062331199646,0.019884929060935003,0.017794497311115,100.0,D,1.0
191,high_school_macroeconomics,A,718,True,95.0,0.7187122088301199,0.7395652777777778,1.064812183380127,1.106411218643188,0.00375647842884,95.0,C,0.0
192,professional_medicine,C,1361,True,85.0,0.8925379444440584,0.7326452554744526,1.065814852714538,1.353992938995361,0.071561269462108,85.0,C,1.0
193,high_school_computer_science,C,397,True,85.0,0.7102545215784002,0.6500825,0.12241189181804601,0.7218463420867921,0.002419680124148,85.0,C,1.0
194,high_school_psychology,D,418,True,95.0,0.7059777374023359,0.54515,1.140191078186035,1.149106621742248,0.014952069148421001,95.0,D,1.0
195,professional_psychology,D,591,True,85.0,0.8386034991042304,0.8200766666666667,0.55330753326416,0.30692964792251504,0.009490462951362001,85.0,D,1.0
196,formal_logic,D,16384,False,,0.050116367177083815,4.716290420988408e-05,0.6911513805389401,0.438175082206726,0.442328512668609,85.0,D,1.0
197,moral_scenarios,C,335,True,85.0,0.7547859555433666,0.5644470588235293,0.7741453647613521,1.076677322387695,0.027108248323202,90.0,C,1.0
198,philosophy,A,361,True,85.0,0.8121999389338128,0.5907729729729729,0.8665190935134881,0.6003121137619011,0.0062976879999040005,85.0,B,0.0
199,abstract_algebra,A,1277,True,100.0,0.5040312794871676,0.589665625,1.169769406318664,0.616149842739105,0.027489455416798002,95.0,A,1.0
